A028_new
Operated by Australia
latitude -68.40 longitude 112.22 height 1622m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied byAAD

1985 05 17 12 19 -999      -40.2 -999    -999                                   
1985 05 17 13 13 -999      -40.5 -999    -999                                   
1985 05 17 14 05 -999      -40.4 -999    -999                                   
1985 05 17 16 45 -999      -41.4 -999    -999                                   
1985 05 17 18 32 -999      -41.9 -999    -999                                   
1985 05 17 19 25 -999      -41.8 -999    -999                                   
1985 05 17 20 19 -999      -42.6 -999    -999                                   
1985 05 17 21 12 -999      -42.6 -999    -999                                   
1985 05 17 23 52 -999      -43.1 -999    -999                                   
1985 05 18 01 40 -999      -43.2 -999    -999                                   
1985 05 18 03 27 -999      -43.3 -999    -999                                   
1985 05 18 06 07 -999      -43.4 -999    -999                                   
1985 05 18 06 59 -999      -43.4 -999    -999                                   
1985 05 18 08 47 -999      -43.4 -999    -999                                   
1985 05 18 10 34 -999      -43.5 -999    -999                                   
