1990 01 03 19 45   708.5   -23.2     7.8   196                                  
1990 01 03 21 28   707.9   -24.7     6.3   203                                  
1990 01 03 23 10   707.0   -26.1     6.5   194                                  
1990 01 04 00 53   706.2   -24.4     7.2   199                                  
1990 01 04 02 36   705.2   -23.4     8.1   199                                  
1990 01 04 04 19   705.0   -21.1     7.5   183                                  
1990 01 04 06 02   704.5   -19.6     8.1   171                                  
1990 01 04 07 45   704.8   -18.6     9.0   165                                  
1990 01 04 09 28   705.3   -18.0     9.4   155                                  
1990 01 04 11 11   705.6   -17.5     8.8   161                                  
1990 01 04 12 54   705.8   -17.5     8.7   168                                  
1990 01 04 14 37   705.4   -18.1     8.0   158                                  
1990 01 04 16 20   705.4   -18.8     7.2   165                                  
1990 01 04 18 02   705.2   -20.1     6.9   165                                  
1990 01 04 18 54   705.4   -20.7     7.1   165                                  
1990 01 04 19 45   705.4   -20.7     7.1   165                                  
1990 01 04 20 37   705.8   -19.3     9.4   159                                  
1990 01 04 21 28   705.8   -19.3     9.4   159                                  
1990 01 04 22 20   706.3   -19.6     8.5   171                                  
1990 01 05 00 03   706.4   -20.5     7.7   178                                  
1990 01 05 01 46   706.8   -20.7     7.2   169                                  
1990 01 05 03 28   707.1   -20.8     8.7   161                                  
1990 01 05 05 11   707.1   -20.4     8.6   165                                  
1990 01 05 06 54   707.7   -19.2     8.9   159                                  
1990 01 05 07 46   707.7   -19.2     8.9   159                                  
1990 01 05 09 28   707.9   -18.9     9.0   163                                  
1990 01 05 10 20   708.1   -19.2     8.1   168                                  
1990 01 05 11 11   708.1   -19.2     8.1   168                                  
1990 01 05 12 03   708.3   -19.6     7.8   155                                  
1990 01 05 13 46   708.4   -20.3     7.7   172                                  
1990 01 05 15 28   708.1   -21.0     5.3   174                                  
1990 01 05 17 11   707.9   -21.9     5.5   177                                  
1990 01 05 18 54   708.3   -22.5     5.8   171                                  
1990 01 05 20 37   708.3   -24.9     4.0   200                                  
1990 01 05 22 20   708.3   -24.6     2.9   202                                  
1990 01 06 00 03   707.5   -23.3     3.7   208                                  
1990 01 06 01 46   707.1   -25.0     5.0   214                                  
1990 01 06 03 28   706.4   -24.9     6.1   214                                  
1990 01 06 05 11   706.1   -23.1     4.7   197                                  
1990 01 06 06 54   706.0   -20.6     4.0   184                                  
1990 01 06 08 37   705.8   -19.8     3.0   200                                  
1990 01 06 10 20   705.8   -19.4     3.2   180                                  
1990 01 06 12 03   705.6   -19.2     3.3   152                                  
1990 01 06 13 46   705.6   -19.1     3.6   132                                  
1990 01 06 15 29   706.1   -19.3     3.9   135                                  
1990 01 06 17 11   706.2   -20.0     4.8   134                                  
1990 01 06 18 54   706.6   -21.9     5.8   155                                  
1990 01 06 20 37   706.9   -22.4     5.1   168                                  
1990 01 06 22 20   706.7   -22.5     3.4   181                                  
1990 01 07 00 03   706.1   -23.2     2.2   194                                  
1990 01 07 00 55   705.6   -23.4     4.0   190                                  
1990 01 07 01 46   705.6   -23.4     4.0   190                                  
1990 01 07 02 37   705.4   -23.6     2.2   171                                  
1990 01 07 03 29   705.4   -23.6     2.2   171                                  
1990 01 07 04 20   705.0   -21.6     4.2   168                                  
1990 01 07 05 12   705.0   -21.6     4.2   168                                  
1990 01 07 06 03   704.5   -20.0     2.4   171                                  
1990 01 07 06 55   704.5   -20.0     2.4   171                                  
1990 01 07 07 46   704.1   -20.0     4.1   159                                  
1990 01 07 08 38   704.1   -20.0     4.1   159                                  
1990 01 07 09 29   703.9   -19.7     4.5   150                                  
1990 01 07 10 20   703.9   -19.7     4.5   150                                  
1990 01 07 11 12   703.5   -20.2     4.9   147                                  
1990 01 07 12 03   703.5   -20.2     4.9   147                                  
1990 01 07 12 55   703.5   -20.2     5.0   153                                  
1990 01 07 13 46   703.5   -20.2     5.0   153                                  
1990 01 07 14 38   702.9   -20.3     4.8   152                                  
1990 01 07 15 29   702.9   -20.3     4.8   152                                  
1990 01 07 16 21   703.1   -20.4     5.8   146                                  
1990 01 07 17 12   703.1   -20.9     6.6   152                                  
1990 01 07 18 04   702.9   -21.2     5.1   159                                  
1990 01 07 18 55   702.9   -22.4     6.1   168                                  
1990 01 07 19 46   702.9   -23.9     4.8   184                                  
1990 01 07 20 38   703.1   -23.1     4.5   175                                  
1990 01 07 21 29   702.9   -24.3     4.2   205                                  
1990 01 07 22 21   702.7   -26.7     3.3   255                                  
1990 01 07 23 12   702.7   -27.9     4.4   255                                  
1990 01 08 00 04   702.3   -24.7     4.1   231                                  
1990 01 08 00 55   702.5   -23.8     6.2   228                                  
1990 01 08 01 47   702.3   -23.4     5.8   211                                  
1990 01 08 02 38   702.1   -23.3     5.5   209                                  
1990 01 08 04 21   701.5   -23.2     5.9   217                                  
1990 01 08 05 12   701.3   -22.6     6.9   215                                  
1990 01 08 06 04   701.1   -22.2     6.6   217                                  
1990 01 08 06 55   701.1   -22.9     7.4   215                                  
1990 01 08 07 47   701.0   -23.1     7.5   205                                  
1990 01 08 08 38   701.2   -22.6     7.9   206                                  
1990 01 08 12 04   701.2   -21.7     5.4   181                                  
1990 01 08 13 47   701.5   -21.1     4.0   171                                  
1990 01 08 15 30   701.4   -21.3     4.8   163                                  
1990 01 08 16 21   701.6   -21.3     3.7   175                                  
1990 01 08 19 47   702.1   -21.1     3.7   163                                  
1990 01 08 20 39   702.3   -21.9     4.0   162                                  
1990 01 08 21 30   702.5   -22.1     3.3   166                                  
1990 01 08 22 22   702.3   -22.2     2.8   178                                  
1990 01 08 23 13   702.7   -22.3     3.1   189                                  
1990 01 09 00 56   702.7   -22.0     3.3   189                                  
1990 01 09 03 30   702.9   -21.0     3.6   169                                  
1990 01 09 05 13   702.7   -20.8     2.7   162                                  
1990 01 09 06 56   703.2   -19.8     3.0   165                                  
1990 01 09 08 39   703.6   -19.0     2.8   149                                  
1990 01 09 10 22   703.5   -19.2     3.4   141                                  
1990 01 09 12 05   703.7   -19.3     3.9   143                                  
1990 01 09 13 48   704.2   -19.5     4.0   140                                  
1990 01 09 14 39   704.4   -20.0     3.3   147                                  
1990 01 09 15 31   704.4   -20.0     3.3   147                                  
1990 01 09 16 22   704.8   -22.2     1.6   162                                  
1990 01 09 17 15   704.8   -22.2     1.6   162                                  
1990 01 09 18 05   705.0   -22.2     0.9   193                                  
1990 01 09 18 56   705.2   -22.2     0.8   205                                  
1990 01 09 19 48   705.2   -22.3     1.0   199                                  
1990 01 09 20 39   705.4   -22.5     1.0   203                                  
1990 01 09 21 31   705.7   -22.7     1.6   193                                  
1990 01 09 22 22   705.9   -23.2     1.9   199                                  
1990 01 09 23 15   705.9   -24.0     2.4   197                                  
1990 01 10 00 05   706.0   -24.2     1.9   189                                  
1990 01 10 00 58   706.7   -24.9     1.7   196                                  
1990 01 10 01 48   706.9   -23.2     1.2   181                                  
1990 01 10 03 31   707.1   -22.3     3.0   190                                  
1990 01 10 04 22   707.1   -22.4     3.5   196                                  
1990 01 10 05 15   707.5   -22.1     3.6   199                                  
1990 01 10 06 05   707.7   -21.6     3.0   192                                  
1990 01 10 06 58   707.9   -20.7     2.8   181                                  
1990 01 10 07 48   708.1   -20.4     2.6   181                                  
1990 01 10 08 41   708.3   -20.1     2.8   178                                  
1990 01 10 09 31   708.4   -19.9     3.1   178                                  
1990 01 10 10 24   708.8   -19.7     3.1   169                                  
1990 01 10 11 15   708.8   -19.8     3.1   175                                  
1990 01 10 12 07   709.0   -19.8     3.4   174                                  
1990 01 10 12 58   709.2   -19.8     3.4   174                                  
1990 01 10 13 48   709.3   -20.2     2.4   163                                  
1990 01 10 14 41   709.4   -20.8     1.6   180                                  
1990 01 10 16 24   709.8   -23.1     1.8   206                                  
1990 01 10 17 15   710.0   -23.8     1.7   205                                  
1990 01 10 18 07   710.0   -25.3     1.8   214                                  
1990 01 10 18 58   710.2   -26.6     1.9   240                                  
1990 01 10 19 50   710.4   -28.0     2.2   248                                  
1990 01 10 20 41   710.6   -27.9     1.7   243                                  
1990 01 10 21 33   710.4   -27.6     3.1   248                                  
1990 01 10 22 24   710.4   -29.0     2.8   245                                  
1990 01 10 23 15   710.8   -30.5     2.9   261                                  
1990 01 11 00 07   710.6   -30.8     2.9   262                                  
1990 01 11 00 58   710.6   -28.5     3.5   240                                  
1990 01 11 02 41   710.6   -26.7     4.6   234                                  
1990 01 11 03 33   710.6   -25.3     4.7   217                                  
1990 01 11 04 24   710.2   -24.7     5.7   217                                  
1990 01 11 06 07   710.2   -23.5     5.7   212                                  
1990 01 11 07 50   710.2   -22.3     7.2   200                                  
1990 01 11 09 33   709.7   -20.1     5.6   196                                  
1990 01 11 11 16   709.6   -19.7     6.0   196                                  
1990 01 11 12 59   709.4   -19.5     5.1   190                                  
1990 01 11 13 50   709.6   -19.6     4.9   171                                  
1990 01 11 14 42   709.4   -19.4     4.9   158                                  
1990 01 11 16 24   709.0   -20.4     4.5   172                                  
1990 01 11 18 07   709.4   -23.8     5.1   190                                  
1990 01 11 19 50   709.4   -24.9     4.6   202                                  
1990 01 11 21 33   709.6   -24.3     4.6   187                                  
1990 01 11 23 16   710.0   -23.2     4.3   200                                  
1990 01 12 00 59   709.6   -22.4     4.1   196                                  
1990 01 12 02 42   709.6   -20.4     4.9   162                                  
1990 01 12 04 25   709.9   -20.3     5.0   159                                  
1990 01 12 06 08   710.2   -18.8     6.7   130                                  
1990 01 12 09 34   711.1   -17.4     7.2   124                                  
1990 01 12 11 16   711.2   -17.6     6.9   132                                  
1990 01 12 12 59   711.5   -17.9     5.8   127                                  
1990 01 12 14 42   711.5   -18.2     5.1   143                                  
1990 01 12 16 25   711.1   -18.4     3.9   174                                  
1990 01 12 18 08   711.3   -19.0     4.9   166                                  
1990 01 12 19 00   711.1   -19.3     4.6   178                                  
1990 01 12 19 51   711.5   -19.6     5.2   180                                  
1990 01 12 20 42   711.1   -20.5     5.3   193                                  
1990 01 12 22 25   711.0   -24.1     7.6   212                                  
1990 01 12 23 17   711.0   -24.5     6.6   227                                  
1990 01 13 00 08   711.1   -24.4     6.0   215                                  
1990 01 13 01 00   711.0   -24.2     6.1   199                                  
1990 01 13 02 43   711.0   -24.7     5.8   212                                  
1990 01 13 04 26   711.1   -23.5     5.4   194                                  
1990 01 13 06 08   711.5   -21.0     5.7   174                                  
1990 01 13 07 51   711.7   -19.7     5.7   169                                  
1990 01 13 09 34   712.3   -18.8     5.8   166                                  
1990 01 13 11 17   712.5   -18.4     5.6   149                                  
1990 01 13 13 00   713.1   -18.5     4.8   147                                  
1990 01 13 14 43   713.7   -19.5     3.8   146                                  
1990 01 13 16 26   714.4   -20.8     2.2   161                                  
1990 01 13 17 17   714.8   -21.9     1.8   224                                  
1990 01 13 19 00   715.8   -24.5     2.1   246                                  
1990 01 13 20 43   716.4   -22.7     1.6   228                                  
1990 01 13 22 26   717.1   -22.6     1.3   205                                  
1990 01 14 00 09   717.9   -24.2     1.6   184                                  
1990 01 14 01 52   718.6   -23.9     1.9   251                                  
1990 01 14 03 35   719.1   -22.1     1.2   211                                  
1990 01 14 05 18   719.3   -20.6     2.4   212                                  
1990 01 14 07 01   719.9   -19.3     1.9   192                                  
1990 01 14 07 52   719.9   -19.3     1.9   192                                  
1990 01 14 09 35   720.4   -15.7     1.0   131                                  
1990 01 14 11 18   720.5   -15.1     0.6   156                                  
1990 01 14 12 09   720.6   -17.3     0.9   192                                  
1990 01 14 13 52   720.4   -17.1     0.7   158                                  
1990 01 14 15 35   720.2   -20.1     0.4   187                                  
1990 01 14 17 18   720.0   -22.0     2.4   161                                  
1990 01 14 19 01   719.5   -20.8     2.0   180                                  
1990 01 14 20 43   718.7   -21.1     3.5   161                                  
1990 01 14 22 26   717.9   -22.1     5.7   168                                  
1990 01 15 00 09   717.1   -21.0     5.1   183                                  
1990 01 15 01 52   716.2   -20.4     6.7   178                                  
1990 01 15 03 35   715.0   -20.2     8.6   180                                  
1990 01 15 05 18   713.7   -20.4    10.8   187                                  
1990 01 15 06 09   712.5   -19.7    11.0   196                                  
1990 01 15 07 01   711.9   -19.4    11.4   186                                  
1990 01 15 08 43   711.7   -18.9    11.0   192                                  
1990 01 15 10 26   711.0   -19.0    11.1   187                                  
1990 01 15 12 09   710.6   -19.6     9.5   183                                  
1990 01 15 13 52   710.4   -19.9     6.5   180                                  
1990 01 15 15 35   710.6   -20.5     2.0   248                                  
1990 01 15 17 18   711.7   -20.2     1.0   223                                  
1990 01 15 19 01   712.3   -20.5     0.6 -999                                   
1990 01 15 19 52   713.7   -21.1     0.6 -999                                   
1990 01 15 22 26   715.6   -22.4     1.1 -999                                   
1990 01 15 23 18   716.6   -22.7     2.0   265                                  
1990 01 16 00 09   717.1   -23.1     1.9   262                                  
1990 01 16 01 01   717.7   -22.7     1.8   256                                  
1990 01 16 01 52   718.5   -23.2     1.9   252                                  
1990 01 16 02 44   719.1   -23.2     1.3   237                                  
1990 01 16 04 27   720.2   -21.7     2.1   227                                  
1990 01 16 06 10   721.2   -20.0     1.9   189                                  
1990 01 16 07 01   721.6   -19.1     1.9   205                                  
1990 01 16 08 44   722.4   -19.2     2.8   177                                  
1990 01 16 10 27   723.1   -18.4     3.1   163                                  
1990 01 16 11 18   723.5   -18.3     3.7   162                                  
1990 01 16 12 10   723.6   -18.2     4.2   152                                  
1990 01 16 13 01   723.9   -18.5     4.3   172                                  
1990 01 16 13 53   724.1   -18.5     4.5   174                                  
1990 01 16 14 44   724.3   -18.5     4.6   180                                  
1990 01 16 15 36   724.5   -18.6     4.6   162                                  
1990 01 16 16 27   724.7   -18.8     4.6   181                                  
1990 01 16 17 18   724.7   -18.8     4.6   181                                  
1990 01 16 18 10   725.1   -18.9     4.8   190                                  
1990 01 16 19 01   725.1   -18.9     4.8   190                                  
1990 01 16 19 53   725.5   -19.7     4.0   183                                  
1990 01 16 20 44   725.5   -19.7     4.0   183                                  
1990 01 16 21 36   725.7   -19.6     4.3   192                                  
1990 01 16 22 27   725.7   -19.6     4.3   192                                  
1990 01 16 23 19   725.9   -19.5     4.3   184                                  
1990 01 17 00 10   726.1   -19.7     4.2   194                                  
1990 01 17 01 02   726.1   -20.4     4.3   203                                  
1990 01 17 01 53   726.6   -19.9     3.9   196                                  
1990 01 17 02 44   726.1   -19.1     5.1   189                                  
1990 01 17 04 27   726.3   -18.3     6.0   180                                  
1990 01 17 05 19   726.4   -17.9     5.9   180                                  
1990 01 17 06 10   726.3   -17.3     5.6   174                                  
1990 01 17 07 02   726.4   -17.1     5.6   190                                  
1990 01 17 08 45   726.6   -16.2     6.0   175                                  
1990 01 17 10 28   726.4   -15.2     6.3   193                                  
1990 01 17 11 19   726.6   -15.2     6.5   178                                  
1990 01 17 12 10   726.8   -15.4     6.5   183                                  
1990 01 17 13 02   726.4   -15.6     6.6   171                                  
1990 01 17 13 53   726.6   -15.6     5.7   177                                  
1990 01 17 14 45   726.4   -16.4     5.2   175                                  
1990 01 17 15 36   726.4   -17.6     4.3   180                                  
1990 01 17 16 28   726.6   -19.9     3.4   202                                  
1990 01 17 17 19   726.6   -21.2     3.4   202                                  
1990 01 17 19 02   726.3   -22.4     4.7   200                                  
1990 01 17 19 54   726.3   -22.4     5.0   196                                  
1990 01 17 20 45   726.4   -22.9     5.3   208                                  
1990 01 17 22 28   726.3   -23.2     4.6   212                                  
1990 01 17 23 19   726.1   -22.9     4.8   206                                  
1990 01 18 00 11   726.3   -22.5     5.7   199                                  
1990 01 18 01 02   725.9   -21.2     6.0   197                                  
1990 01 18 01 54   725.6   -21.0     5.5   192                                  
1990 01 18 03 37   725.5   -19.2     5.7   193                                  
1990 01 18 05 20   725.1   -18.3     5.5   202                                  
1990 01 18 07 02   725.1   -17.0     6.4   187                                  
1990 01 18 08 45   724.7   -15.9     6.1   196                                  
1990 01 18 10 28   724.1   -15.3     5.5   189                                  
1990 01 18 12 11   724.1   -15.6     5.5   197                                  
1990 01 18 13 54   723.9   -16.3     5.4   221                                  
1990 01 18 14 46   723.7   -17.0     4.8   231                                  
1990 01 18 15 37   723.1   -18.4     5.2   209                                  
1990 01 18 16 28   723.0   -19.9     4.3   223                                  
1990 01 18 18 11   722.8   -23.4     5.6   259                                  
1990 01 18 19 54   722.5   -22.8     6.8   227                                  
1990 01 18 21 37   722.6   -23.4     6.5   248                                  
1990 01 18 23 20   722.2   -25.0     5.7   261                                  
1990 01 19 01 54   722.0   -24.1     6.6   251                                  
1990 01 19 03 37   722.5   -24.1     5.4   252                                  
1990 01 19 04 30   722.2   -22.0     6.2   249                                  
1990 01 19 05 20   722.2   -22.0     6.2   249                                  
1990 01 19 06 13   722.0   -19.6     6.0   217                                  
1990 01 19 07 03   722.0   -19.6     6.0   217                                  
1990 01 19 07 56   722.2   -18.2     6.0   220                                  
1990 01 19 09 37   722.2   -17.6     6.2   218                                  
1990 01 19 10 30   722.2   -17.6     6.2   218                                  
1990 01 19 11 20   722.0   -17.5     6.0   212                                  
1990 01 19 12 13   722.0   -17.5     6.0   212                                  
1990 01 19 13 03   722.0   -18.1     5.5   225                                  
1990 01 19 13 56   722.0   -18.1     5.5   225                                  
1990 01 19 14 46   721.4   -19.6     5.6   211                                  
1990 01 19 15 39   721.4   -19.6     5.6   211                                  
1990 01 19 16 30   721.3   -22.5     4.6   254                                  
1990 01 19 17 22   721.3   -22.5     4.6   254                                  
1990 01 19 18 13   721.0   -24.0     4.7   246                                  
1990 01 19 19 03   721.0   -24.0     4.7   246                                  
1990 01 19 19 56   720.8   -26.8     3.7   262                                  
1990 01 19 20 46   720.8   -26.8     3.7   262                                  
1990 01 19 21 39   720.4   -28.4     3.1   255                                  
1990 01 19 23 22   719.8   -25.3     3.6   236                                  
1990 01 20 01 05   719.5   -25.5     4.0   239                                  
1990 01 20 02 48   719.0   -23.3     4.6   208                                  
1990 01 20 06 13   717.9   -19.3     4.4   180                                  
1990 01 20 07 56   717.5   -18.1     5.5   166                                  
1990 01 20 09 39   717.1   -17.8     5.1   159                                  
1990 01 20 11 22   716.7   -18.0     5.4   158                                  
1990 01 20 13 05   716.7   -18.5     4.9   168                                  
1990 01 20 14 48   716.4   -20.2     4.2   168                                  
1990 01 20 16 31   716.2   -23.0     3.1   187                                  
1990 01 20 18 14   716.1   -25.4     3.3   192                                  
1990 01 20 19 57   716.0   -25.3     4.4   189                                  
1990 01 20 21 40   716.0   -26.5     3.1   196                                  
1990 01 20 23 22   716.0   -27.2     3.7   189                                  
1990 01 21 01 05   716.0   -25.6     4.3   192                                  
1990 01 21 04 31   715.6   -23.1     4.2   186                                  
1990 01 21 06 14   715.6   -20.9     5.4   177                                  
1990 01 21 07 57   716.0   -19.4     5.3   175                                  
1990 01 21 09 40   715.4   -19.3     5.9   184                                  
1990 01 21 13 06   715.0   -19.0     6.3   163                                  
1990 01 21 14 49   714.8   -19.8     4.6   190                                  
1990 01 21 16 32   714.6   -22.2     4.3   196                                  
1990 01 21 18 14   714.2   -23.4     5.2   199                                  
1990 01 21 19 57   714.0   -24.7     6.0   208                                  
1990 01 21 21 40   713.8   -25.4     6.3   208                                  
1990 01 21 23 23   713.3   -26.5     6.9   214                                  
1990 01 22 00 15   713.4   -26.6     6.9   231                                  
1990 01 22 01 06   713.4   -26.6     6.9   231                                  
1990 01 22 01 58   712.8   -24.2     7.2   224                                  
1990 01 22 03 40   712.3   -22.2     6.3   206                                  
1990 01 22 05 23   711.9   -20.1     6.1   227                                  
1990 01 22 06 15   711.9   -20.1     6.1   227                                  
1990 01 22 07 06   711.5   -17.6     5.3   206                                  
1990 01 22 07 58   711.5   -17.6     5.3   206                                  
1990 01 22 09 41   711.3   -16.6     5.9   200                                  
1990 01 22 10 32   711.1   -16.2     5.3   203                                  
1990 01 22 11 24   711.1   -16.2     5.3   203                                  
1990 01 22 12 15   711.0   -16.4     4.8   220                                  
1990 01 22 13 58   710.9   -17.6     3.6   240                                  
1990 01 22 14 49   710.9   -17.6     3.6   240                                  
1990 01 22 15 41   710.4   -20.1     5.3   240                                  
1990 01 22 17 24   710.4   -22.7     4.4   243                                  
1990 01 22 19 07   710.6   -25.5     4.2   252                                  
1990 01 22 20 49   710.6   -25.3     4.1   259                                  
1990 01 22 22 32   710.3   -27.8     5.4   249                                  
1990 01 23 00 15   709.8   -29.2     4.8   251                                  
1990 01 23 01 58   709.9   -27.6     6.7   249                                  
1990 01 23 03 41   709.2   -26.3     5.4   255                                  
1990 01 23 05 24   708.8   -25.3     6.9   243                                  
1990 01 23 07 07   709.2   -23.7     6.9   252                                  
1990 01 23 08 50   708.4   -21.8     7.2   218                                  
1990 01 23 10 33   708.3   -21.7     6.9   223                                  
1990 01 23 12 16   708.1   -21.7     5.9   218                                  
1990 01 23 13 58   707.9   -22.4     4.9   221                                  
1990 01 23 15 41   707.3   -24.5     4.8   206                                  
1990 01 23 17 24   706.9   -27.5     4.6   202                                  
1990 01 23 19 07   707.0   -29.7     3.1   237                                  
1990 01 23 20 50   706.5   -30.1     4.8   230                                  
1990 01 23 22 33   706.1   -30.5     4.9   202                                  
1990 01 24 00 16   705.9   -30.7     4.6   225                                  
1990 01 24 01 07   705.7   -29.5     4.8   211                                  
1990 01 24 02 50   705.2   -28.8     5.1   196                                  
1990 01 24 06 16   705.4   -26.6     6.6   172                                  
1990 01 24 07 07   705.5   -26.4     6.2   180                                  
1990 01 24 08 50   705.4   -25.4     6.6   181                                  
1990 01 24 09 41   705.5   -25.0     6.0   166                                  
1990 01 24 10 33   705.5   -25.0     6.0   166                                  
1990 01 24 11 24   705.7   -25.3     5.8   163                                  
1990 01 24 12 16   705.7   -25.3     5.8   163                                  
1990 01 24 13 07   706.3   -25.8     5.4   172                                  
1990 01 24 13 58   706.3   -25.8     5.4   172                                  
1990 01 24 14 50   706.1   -26.0     4.4   189                                  
1990 01 24 15 41   706.1   -26.0     4.4   189                                  
1990 01 24 16 33   706.1   -29.2     2.0   223                                  
1990 01 24 17 24   706.1   -29.2     2.0   223                                  
1990 01 24 18 16   706.3   -31.5     2.8   239                                  
1990 01 24 19 07   706.3   -31.5     2.8   239                                  
1990 01 24 19 58   706.7   -32.7     2.9   246                                  
1990 01 24 20 50   706.7   -32.7     2.9   246                                  
1990 01 24 21 41   706.7   -31.9     3.6   262                                  
1990 01 24 22 33   707.0   -31.6     3.7   256                                  
1990 01 24 23 24   707.0   -32.4     3.4   258                                  
1990 01 25 00 16   706.9   -32.8     3.9   267                                  
1990 01 25 01 07   707.0   -33.0     3.9   262                                  
1990 01 25 01 59   707.0   -31.4     4.3   262                                  
1990 01 25 02 50   706.8   -30.0     3.8   251                                  
1990 01 25 04 33   706.8   -28.6     4.5   258                                  
1990 01 25 05 24   706.9   -27.6     4.8   255                                  
1990 01 25 07 07   706.9   -26.4     6.0   251                                  
1990 01 25 07 59   706.9   -25.8     5.9   239                                  
1990 01 25 08 50   706.9   -25.2     5.8   243                                  
1990 01 25 10 33   707.1   -24.7     6.2   242                                  
1990 01 25 11 25   707.1   -24.6     7.0   221                                  
1990 01 25 12 16   707.1   -24.9     7.5   236                                  
1990 01 25 13 08   707.1   -25.0     7.7   237                                  
1990 01 25 13 59   707.2   -25.5     7.9   231                                  
1990 01 25 14 50   707.3   -26.4     7.1   246                                  
1990 01 25 15 42   707.3   -26.7     6.9   249                                  
1990 01 25 16 33   707.1   -27.8     6.9   248                                  
1990 01 25 17 25   707.1   -28.4     6.7   255                                  
1990 01 25 18 16   706.7   -29.8     6.9   258                                  
1990 01 25 19 08   706.7   -28.6     7.5   255                                  
1990 01 25 19 59   706.8   -29.2     7.4   256                                  
1990 01 25 20 51   706.9   -28.6     6.9   249                                  
1990 01 25 21 42   706.8   -28.7     6.4   242                                  
1990 01 25 22 34   706.7   -28.8     7.5   245                                  
1990 01 25 23 25   707.0   -27.8     7.2   248                                  
1990 01 26 00 16   706.8   -27.0     6.3   246                                  
1990 01 26 01 08   706.7   -26.5     5.9   240                                  
1990 01 26 02 51   706.5   -26.3     7.7   249                                  
1990 01 26 04 34   705.7   -25.1     7.4   230                                  
1990 01 26 05 25   705.7   -24.8     7.2   224                                  
1990 01 26 07 08   705.2   -24.2     7.3   208                                  
1990 01 26 08 51   704.8   -23.6     7.0   208                                  
1990 01 26 10 34   704.4   -23.5     7.2   206                                  
1990 01 26 12 17   704.2   -22.4     6.6   194                                  
1990 01 26 13 08   703.6   -22.6     6.7   194                                  
1990 01 26 14 00   703.4   -22.2     5.8   190                                  
1990 01 26 14 51   703.4   -22.3     5.5   190                                  
