AM02_new
Operated by Australia
latitude -69.70 longitude 72.63 height 47m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied byAAD

2001 02 18 23 03   986.8   -11.1     0.5   288                                  
2001 02 19 00 04   986.8   -10.7     0.5   240                                  
2001 02 19 02 03   986.8   -11.2     1.7   258                                  
2001 02 19 04 03   986.6    -8.8     1.9   222                                  
2001 02 19 05 03   986.6    -7.1     1.9   216                                  
2001 02 19 06 04   986.4    -5.1     1.6   114                                  
2001 02 19 07 03   986.6    -5.2     3.2    54                                  
2001 02 19 08 03   986.8    -5.3     3.3    42                                  
2001 02 19 10 03   986.6    -5.1     3.2    60                                  
2001 02 19 12 04   986.4    -5.3     2.4    72                                  
2001 02 19 13 03   986.6    -6.0     2.8    66                                  
2001 02 19 14 03   986.8    -6.6     2.5   174                                  
2001 02 19 15 04   987.0    -6.9     1.9    84                                  
2001 02 19 16 03   987.2    -7.0     1.5    96                                  
2001 02 19 17 03   987.0    -7.2     2.3    96                                  
2001 02 19 18 04   987.0    -7.6     2.1    96                                  
2001 02 19 19 03   987.0    -7.7     1.0   348                                  
2001 02 19 20 03   987.2    -7.2     0.2   324                                  
2001 02 19 22 03   987.4    -9.7     1.2   306                                  
2001 02 19 23 03   987.4   -10.5     1.3   294                                  
2001 02 20 00 04   987.4   -10.6     1.4   288                                  
2001 02 20 01 03   987.4    -9.5     1.1   264                                  
2001 02 20 02 03   987.4    -9.3     1.1   246                                  
2001 02 20 03 04   987.4   -10.0     0.8   240                                  
2001 02 20 06 04   987.4    -9.1     1.8   246                                  
2001 02 20 08 03   987.8    -8.4     3.4   270                                  
2001 02 20 10 03   988.4    -8.4     2.7   252                                  
2001 02 20 11 03   988.6    -8.4     2.5   258                                  
2001 02 20 12 04   988.6    -8.7     1.8   270                                  
2001 02 20 13 03   988.6    -9.3     2.2   288                                  
2001 02 20 14 03   988.6    -9.6     1.7   282                                  
2001 02 20 15 04   988.8   -10.2     1.2   276                                  
2001 02 20 16 03   989.0   -10.5     0.7   288                                  
2001 02 20 17 03   989.0   -11.3     0.9 -999                                   
2001 02 20 18 04   988.8   -11.1     1.4    42                                  
2001 02 20 19 03   988.6   -11.6     1.6    72                                  
2001 02 20 20 03   988.6   -12.1     1.6    42                                  
2001 02 20 21 04   988.4   -12.5     0.8    42                                  
2001 02 20 22 03   988.0   -12.9     0.6     6                                  
2001 02 20 23 03   987.8   -12.3     0.5   318                                  
2001 02 21 01 03   987.0   -12.2     2.0   186                                  
2001 02 21 03 04   986.4   -10.3     2.3   210                                  
2001 02 21 04 03   986.2    -9.5     4.4   204                                  
2001 02 21 06 04   985.8   -10.8     5.3   228                                  
2001 02 21 08 03   985.4    -9.3     5.3   222                                  
2001 02 21 10 03   985.2   -10.0     6.3   222                                  
2001 02 21 11 03   985.0   -10.1     5.2   228                                  
2001 02 21 13 03   984.8   -12.3     4.3   234                                  
2001 02 21 15 04   984.8   -15.1     5.3   222                                  
2001 02 21 16 03   984.8   -16.4     4.2   210                                  
2001 02 21 18 04   984.8   -16.8     5.0   216                                  
2001 02 21 20 03   984.8   -16.1     4.2   204                                  
2001 02 21 21 04   984.8   -16.8     3.9   210                                  
2001 02 21 23 03   984.8   -17.2     4.4   210                                  
2001 02 22 01 03   984.6   -16.1     4.5   210                                  
2001 02 22 02 03   984.8   -15.4     5.4   210                                  
2001 02 22 04 03   984.6   -14.2     6.9   204                                  
2001 02 22 06 04   984.6   -11.6     6.9   204                                  
2001 02 22 09 04   985.0   -11.8     8.5   204                                  
2001 02 22 11 03   985.0   -12.7     8.2   210                                  
2001 02 22 13 03   985.4   -12.9     8.4   210                                  
2001 02 22 14 03   985.4   -13.9     7.8   210                                  
2001 02 22 16 03   986.0   -14.6     7.8   210                                  
2001 02 22 18 04   986.2   -14.2     8.2   210                                  
2001 02 22 19 03   986.2   -14.0     8.0   210                                  
2001 02 22 21 04   987.0   -14.4     7.6   222                                  
2001 02 22 23 03   987.4   -14.8     7.3   216                                  
2001 02 23 00 04   987.6   -15.0     7.5   216                                  
2001 02 23 02 03   988.0   -15.1     6.8   216                                  
2001 02 23 04 03   988.0   -14.9     7.6   210                                  
2001 02 23 05 03   988.0   -14.5     7.3   204                                  
2001 02 23 06 04   988.0   -13.8     7.1   204                                  
2001 02 23 07 03   987.8   -13.4     7.6   204                                  
2001 02 23 09 04   987.6   -13.0     8.3   198                                  
2001 02 23 11 03   987.0   -12.4     7.9   192                                  
2001 02 23 12 04   986.8   -12.3     8.2   192                                  
2001 02 23 13 03   986.6   -12.9     9.0   198                                  
2001 02 23 14 03   986.4   -12.6     8.4   198                                  
2001 02 23 16 03   986.6   -13.3     7.2   192                                  
2001 02 23 17 03   986.6   -13.8     7.0   192                                  
2001 02 23 18 04   986.6   -13.6     6.6   198                                  
2001 02 23 19 03   986.4   -13.7     6.7   198                                  
2001 02 23 21 04   986.6   -13.4     7.1   198                                  
2001 02 23 22 03   986.6   -13.7     7.4   198                                  
2001 02 23 23 03   986.6   -13.4     7.2   198                                  
2001 02 24 00 04   986.8   -13.4     7.5   198                                  
2001 02 24 02 03   987.0   -13.8     8.1   204                                  
2001 02 24 03 04   986.8   -14.2     7.6   210                                  
2001 02 24 05 03   986.8   -14.6     7.0   210                                  
2001 02 24 06 04   986.8   -14.3     7.2   210                                  
2001 02 24 07 03   986.6   -14.8     7.0   210                                  
2001 02 24 09 04   986.6   -14.8     7.3   210                                  
2001 02 24 11 03   986.4   -16.4     6.6   228                                  
2001 02 24 12 04   986.0   -17.1     6.5   222                                  
2001 02 24 14 03   985.8   -17.5     6.2   222                                  
2001 02 24 15 04   985.8   -17.5     6.6   228                                  
2001 02 24 16 03   985.8   -17.3     5.5   234                                  
2001 02 24 17 03   985.8   -18.8     5.5   228                                  
2001 02 24 19 03   986.0   -20.9     5.0   228                                  
2001 02 24 20 03   986.2   -20.5     4.3   222                                  
2001 02 24 21 04   986.2   -19.7     4.4   222                                  
2001 02 24 22 03   986.2   -18.7     4.5   216                                  
2001 02 25 00 04   986.4   -16.5     5.2   204                                  
2001 02 25 01 03   986.4   -14.9     4.3   192                                  
2001 02 25 03 04   986.2   -10.6     5.1    84                                  
2001 02 25 05 03   986.6   -12.0     7.1    78                                  
2001 02 25 07 03   987.4   -12.7     2.2    18                                  
2001 02 25 09 04   988.4   -12.2     1.0     6                                  
2001 02 25 10 03   988.8   -12.4     0.7    60                                  
2001 02 25 12 04   989.4   -14.6     1.4    78                                  
2001 02 25 13 03   989.6   -15.6     1.1    78                                  
2001 02 25 14 03   990.0   -17.1     1.1    78                                  
2001 02 25 15 04   990.6   -19.4     0.9    72                                  
2001 02 25 17 03   991.4   -22.6     0.8   102                                  
2001 02 25 18 04   992.0   -22.6     0.7   102                                  
2001 02 25 19 03   992.4   -20.7     0.4   120                                  
2001 02 25 20 03   992.8   -18.4     1.1   150                                  
2001 02 25 21 04   993.0   -19.2     1.5   180                                  
2001 02 25 22 03   993.6   -19.3     1.1   180                                  
2001 02 25 23 03   994.0   -19.3     0.6   138                                  
2001 02 26 00 04   994.6   -19.0     1.6   144                                  
2001 02 26 01 03   995.0   -20.3     1.5   126                                  
2001 02 26 03 04   995.4   -18.5     0.9   102                                  
2001 02 26 05 03   996.0   -13.6     0.5   102                                  
2001 02 26 06 04   996.0   -13.5     2.2   168                                  
2001 02 26 07 03   996.0   -14.1     4.7   180                                  
2001 02 26 09 04   995.8   -13.4     6.0   192                                  
2001 02 26 10 03   995.6   -13.6     6.4   192                                  
2001 02 26 11 03   995.6   -13.4     7.6   198                                  
2001 02 26 12 04   995.4   -13.2     7.8   198                                  
2001 02 26 13 03   994.8   -13.2     8.5   198                                  
2001 02 26 14 03   994.4   -13.3     8.5   192                                  
2001 02 26 15 04   994.0   -13.8     9.3   192                                  
2001 02 26 16 03   993.8   -14.5     9.8   192                                  
2001 02 26 17 03   993.4   -14.2    10.2   192                                  
2001 02 26 18 04   993.0   -13.9     9.6   192                                  
2001 02 26 19 03   993.0   -13.7     9.5   192                                  
2001 02 26 20 03   992.8   -13.6    10.0   186                                  
2001 02 26 21 04   992.6   -14.6     9.1   192                                  
2001 02 26 22 03   992.2   -15.0     9.4   192                                  
2001 02 26 23 03   991.8   -15.5     9.6   198                                  
2001 02 27 00 04   991.2   -16.2     9.5   198                                  
2001 02 27 01 03   990.8   -16.5    10.5   198                                  
2001 02 27 02 03   990.2   -16.5    10.9   198                                  
2001 02 27 05 03   988.2   -15.3    12.1   198                                  
