Kelly
Operated by US
latitude -89.00 longitude -179.61 height 2950m
Data format is: Year, Month, Day, Hour (UTC), Minute, Pressure (hPa), Temperature (Deg C), Wind Speed (knots), Wind Direction (Degrees)
Null values are displayed as -999
Data supplied by the University of Wisconsin

1993 03 06 03 00 -999      -52.5     3.7   257                                  
1993 03 06 06 00 -999      -52.9     4.5   244                                  
1993 03 06 09 00 -999      -53.6    10.7   226                                  
1993 03 06 12 00 -999      -53.0    10.3   223                                  
1993 03 06 15 00 -999      -53.5    11.7   212                                  
1993 03 06 18 00 -999      -52.3    12.1   208                                  
1993 03 06 21 00 -999      -51.4    14.0   217                                  
1993 03 07 00 00 -999      -51.3    14.8   209                                  
1993 03 07 03 00 -999      -51.1     4.5   216                                  
1993 03 07 06 00 -999      -51.5    12.1   206                                  
1993 03 07 09 00 -999      -51.4    10.3   199                                  
1993 03 07 12 00 -999      -52.4     7.6   198                                  
1993 03 07 15 00 -999      -52.9     4.9   192                                  
1993 03 07 18 00 -999      -52.0     9.9   192                                  
1993 03 07 21 00 -999      -51.9    11.3   188                                  
1993 03 08 00 00 -999      -52.0    10.7   182                                  
1993 03 08 03 00 -999      -51.9     8.4   196                                  
1993 03 08 06 00 -999      -51.6     8.8   195                                  
1993 03 08 09 00 -999      -50.9    11.1   201                                  
1993 03 08 12 00 -999      -51.4     2.7   247                                  
1993 03 08 15 00 -999      -53.6     4.9   240                                  
1993 03 08 18 00 -999      -54.4     3.1   262                                  
1993 03 08 21 00 -999      -53.3     5.3   247                                  
1993 03 09 00 00 -999      -53.9     4.1   268                                  
1993 03 09 03 00 -999      -55.3     2.7   278                                  
1993 03 09 06 00 -999      -57.0     4.9   286                                  
1993 03 09 09 00 -999      -57.3     3.7   278                                  
1993 03 09 12 00 -999      -58.4     3.7   278                                  
1993 03 09 15 00 -999      -59.8     3.7   310                                  
1993 03 09 18 00 -999      -59.5     2.3   281                                  
1993 03 09 21 00 -999      -60.4     4.9   281                                  
1993 03 10 00 00 -999      -60.9     4.5   261                                  
1993 03 10 03 00 -999      -60.9     4.1   271                                  
1993 03 10 06 00 -999      -60.3     5.3   268                                  
1993 03 10 09 00 -999      -60.3     6.4   261                                  
1993 03 10 12 00 -999      -60.4     3.5   268                                  
1993 03 10 15 00 -999      -60.3     6.8   251                                  
1993 03 10 18 00 -999      -59.8     5.7   264                                  
1993 03 10 21 00 -999      -60.1     4.5   274                                  
1993 03 11 00 00 -999      -59.4     6.0   250                                  
1993 03 11 03 00 -999      -59.4     3.5   272                                  
1993 03 11 06 00 -999      -60.3     6.0   267                                  
1993 03 11 09 00 -999      -61.9     0.8   274                                  
1993 03 11 12 00 -999      -63.3     4.1   272                                  
1993 03 11 15 00 -999      -61.8     6.0   257                                  
1993 03 11 18 00 -999      -62.6     4.9   271                                  
1993 03 11 21 00 -999      -62.1     4.1   262                                  
1993 03 12 00 00 -999      -62.5     4.5   240                                  
1993 03 12 03 00 -999      -60.3     4.1   215                                  
1993 03 12 06 00 -999      -58.6     5.7   203                                  
1993 03 12 09 00 -999      -60.0     3.5   217                                  
1993 03 12 12 00 -999      -61.1     1.6   212                                  
1993 03 12 15 00 -999      -61.3     4.5   262                                  
1993 03 12 18 00 -999      -60.3     3.5   267                                  
1993 03 12 21 00 -999      -58.0     4.1   205                                  
1993 03 13 00 00 -999      -58.8     2.7   250                                  
1993 03 13 03 00 -999      -57.3     7.6   181                                  
1993 03 13 06 00 -999      -57.4     9.2   187                                  
1993 03 13 09 00 -999      -56.0     6.8   161                                  
1993 03 13 12 00 -999      -51.3    11.1   151                                  
1993 03 13 15 00 -999      -48.8    15.6   140                                  
1993 03 13 18 00 -999      -47.5     8.8   150                                  
1993 03 13 21 00 -999      -46.5    14.4   139                                  
1993 03 14 00 00 -999      -48.9    13.6   167                                  
1993 03 14 03 00 -999      -50.8     6.8   182                                  
1993 03 14 06 00 -999      -51.3     4.5   199                                  
1993 03 14 09 00 -999      -52.0     6.4   201                                  
1993 03 14 12 00 -999      -50.9     8.0   164                                  
1993 03 14 15 00 -999      -53.8     6.8   198                                  
1993 03 14 18 00 -999      -52.4     8.8   175                                  
1993 03 14 21 00 -999      -54.0     4.9   220                                  
1993 03 15 00 00 -999      -54.4     3.5   236                                  
1993 03 15 03 00 -999      -54.1     4.9   226                                  
1993 03 15 06 00 -999      -54.9     5.7   247                                  
1993 03 15 09 00 -999      -54.8     6.4   253                                  
1993 03 15 12 00 -999      -54.8     6.0   233                                  
1993 03 15 15 00 -999      -55.5     7.6   222                                  
1993 03 15 18 00 -999      -54.0     5.7   219                                  
1993 03 15 21 00 -999      -54.1     4.5   215                                  
1993 03 16 00 00 -999      -52.5     5.7   202                                  
1993 03 16 03 00 -999      -53.1     7.2   209                                  
1993 03 16 06 00 -999      -56.0     3.1   291                                  
1993 03 16 09 00 -999      -56.8     2.7   264                                  
1993 03 16 12 00 -999      -57.0     2.7   246                                  
1993 03 16 15 00 -999      -57.8     4.5   260                                  
1993 03 16 18 00 -999      -59.6     3.5   270                                  
1993 03 16 21 00 -999      -59.6     3.5   270                                  
1993 03 17 00 00 -999      -60.6     3.7   255                                  
1993 03 17 03 00 -999      -60.3     4.1   265                                  
1993 03 17 06 00 -999      -61.8     4.9   285                                  
1993 03 17 09 00 -999      -61.0     5.3   272                                  
1993 03 17 12 00 -999      -62.5     5.7   285                                  
1993 03 17 15 00 -999      -62.0     5.3   274                                  
1993 03 17 18 00 -999      -61.0     5.7   272                                  
1993 03 17 21 00 -999      -60.4     4.1   279                                  
1993 03 18 00 00 -999      -61.1     4.5   268                                  
1993 03 18 03 00 -999      -62.5     3.7   292                                  
1993 03 18 06 00 -999      -63.1     3.5   272                                  
1993 03 18 09 00 -999      -62.4     4.5   295                                  
1993 03 18 12 00 -999      -62.6     3.1   295                                  
1993 03 18 15 00 -999      -61.3     3.5   258                                  
1993 03 18 18 00 -999      -62.1     3.5   250                                  
1993 03 18 21 00 -999      -63.3     3.5   243                                  
1993 03 19 00 00 -999      -62.8     1.2   264                                  
1993 03 19 03 00 -999      -63.6     4.1   240                                  
1993 03 19 06 00 -999      -65.4     3.5   313                                  
1993 03 19 09 00 -999      -64.4     4.9   265                                  
1993 03 19 12 00 -999      -65.5     3.7   248                                  
1993 03 19 15 00 -999      -64.8     4.9   295                                  
1993 03 19 18 00 -999      -63.4     3.1   223                                  
1993 03 19 21 00 -999      -62.8     3.1   244                                  
1993 03 20 00 00 -999      -61.4     2.0   253                                  
1993 03 20 03 00 -999      -60.6     4.1   227                                  
1993 03 20 06 00 -999      -56.6     7.6   181                                  
1993 03 20 09 00 -999      -53.0     7.2   156                                  
1993 03 20 12 00 -999      -50.0     9.9   151                                  
1993 03 20 15 00 -999      -48.1     6.4   143                                  
1993 03 20 18 00 -999      -50.4     8.0   156                                  
1993 03 20 21 00 -999      -50.3     3.5   109                                  
1993 03 21 00 00 -999      -51.8     6.0   154                                  
1993 03 21 03 00 -999      -52.5     3.7   158                                  
1993 03 21 06 00 -999      -53.0     6.0   164                                  
1993 03 21 09 00 -999      -54.1     8.8   174                                  
1993 03 21 12 00 -999      -53.5     7.2   153                                  
1993 03 21 15 00 -999      -51.8     0.8   154                                  
1993 03 21 18 00 -999      -49.8     4.5   137                                  
1993 03 21 21 00 -999      -50.5     3.5   213                                  
1993 03 22 00 00 -999      -51.6     4.1   184                                  
1993 03 22 03 00 -999      -53.8     0.8   175                                  
1993 03 22 06 00 -999      -58.9     0.8   248                                  
1993 03 22 09 00 -999      -58.9     0.8   240                                  
1993 03 22 12 00 -999      -57.3     4.1   236                                  
1993 03 22 15 00 -999      -56.6     4.5   250                                  
1993 03 22 18 00 -999      -57.0     3.5   217                                  
1993 03 22 21 00 -999      -57.8     2.7   240                                  
1993 03 23 00 00 -999      -54.5     8.8   234                                  
1993 03 23 03 00 -999      -56.3     4.9   250                                  
1993 03 23 06 00 -999      -54.8     6.0   260                                  
1993 03 23 09 00 -999      -57.6     5.7   262                                  
1993 03 23 12 00 -999      -59.5     3.1   292                                  
1993 03 23 15 00 -999      -60.9     7.6   278                                  
1993 03 23 18 00 -999      -60.9     5.7   293                                  
1993 03 23 21 00 -999      -62.3     6.4   299                                  
1993 03 24 00 00 -999      -63.0     8.8   265                                  
1993 03 24 03 00 -999      -65.1     8.0   282                                  
1993 03 24 06 00 -999      -65.9     8.0   284                                  
1993 03 24 09 00 -999      -66.5     8.0   282                                  
1993 03 24 12 00 -999      -65.9     4.9   272                                  
1993 03 24 15 00 -999      -65.5     6.4   268                                  
1993 03 24 18 00 -999      -64.6     6.4   271                                  
1993 03 24 21 00 -999      -62.1     9.9   255                                  
1993 03 25 00 00 -999      -63.3     6.8   275                                  
1993 03 25 03 00 -999      -63.6     5.3   278                                  
1993 03 25 06 00 -999      -63.5     5.7   296                                  
1993 03 25 09 00 -999      -62.3    11.3   258                                  
1993 03 25 12 00 -999      -63.5     7.6   258                                  
1993 03 25 15 00 -999      -62.6    10.3   268                                  
1993 03 25 18 00 -999      -61.4    11.1   262                                  
1993 03 25 21 00 -999      -60.1     8.4   248                                  
1993 03 26 00 00 -999      -58.9    12.9   220                                  
1993 03 26 03 00 -999      -57.6    14.4   217                                  
1993 03 26 06 00 -999      -54.8    17.2   212                                  
1993 03 26 09 00 -999      -59.0     8.8   247                                  
1993 03 26 12 00 -999      -59.5     9.9   267                                  
1993 03 26 15 00 -999      -58.0    11.7   251                                  
1993 03 26 18 00 -999      -56.8     9.9   271                                  
1993 03 26 21 00 -999      -55.0    15.6   246                                  
1993 03 27 00 00 -999      -54.3    14.4   254                                  
1993 03 27 03 00 -999      -54.3    17.5   247                                  
1993 03 27 06 00 -999      -53.9    16.8   250                                  
1993 03 27 09 00 -999      -53.5    12.1   239                                  
1993 03 27 12 00 -999      -52.0    16.4   199                                  
1993 03 27 15 00 -999      -53.9    19.7   189                                  
1993 03 27 18 00 -999      -53.3    19.7   177                                  
1993 03 27 21 00 -999      -52.1    16.8   164                                  
1993 03 28 00 00 -999      -55.9     5.7   174                                  
